row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
903,stub,Elections Specialist,Stanly County Elections Office,North Carolina,15.82,15.82,hourly,vr|ops|comms,,vr|ops|comms|data,False,,,,,,,,election_official,high,False,False,,,high
904,full_text,General Registrar,Fairfax County,Virginia,95447.87,159078.61,yearly,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,True,bachelor,,4.0,True,,CERA - Elections/Registration Administrator|PMP - Project Management Professional,,top_election_official,high,False,True,on_site,800000.0,high
905,stub,Redistricting Litigation Counsel,California Citizens Redistricting Commission,California,,,,legal,,legal,False,,,,,,,,not_election_official,high,False,,,,high
906,stub,Voting Rights Act Counsel,Citizens Redistricting Commission,,,,,legal,,legal,False,,,,,,,,not_election_official,high,False,,,,high
907,full_text,State Administrative Manager 15 - Elections Operations Manager,"State of Michigan, Department of State",Michigan,87471.0,125818.0,yearly,ops|personnel|budget|intergovt,,ops|vr|pm|personnel|budget|comms|data|intergovt,False,bachelor,,4.0,True,,,,top_election_official,high,False,True,on_site,,high
908,full_text,Deputy Commissioner of Elections,Linn County,Iowa,71518.0,101318.0,yearly,ops|vr|legal|data|personnel|budget|comms,,ops|vr|legal|data|personnel|budget|comms,True,bachelor,business or public administration or a related field,3.0,True,,,,election_official,high,False,True,,,high
909,stub,GIS Specialist,"Polk County, Florida",Florida,,,,gis|data,,gis|data,False,,,,,,,,election_official,high,False,,on_site,,high
910,stub,Director of Operations,Virginia Department of Elections,Virginia,,120000.0,,ops|personnel|pm,,ops|personnel|pm,False,,,,,,,,top_election_official,high,,,,,high
911,stub,Election Audit Specialist,VotingWorks,,,,,it_cyber|ops,comms|personnel,it_cyber|ops|comms|personnel,True,,,,,,,,not_election_official,high,,,hybrid,,high
912,full_text,Election Data Specialist,Boulder County Clerk and Recorder's Office,Colorado,66324.0,80912.0,yearly,data|it_cyber,,data|it_cyber|ops|legal|pm|comms,False,,,,,,,,election_official,high,False,True,hybrid,,high
913,full_text,General Registrar,Prince William County Electoral Board,Virginia,100000.0,130000.0,yearly,ops|vr|legal|personnel|budget|intergovt,legal,intergovt|budget|personnel|legal|vr|ops,True,bachelor,Public/Business Administration or related field,,True,,,,top_election_official,high,False,True,on_site,300000.0,high
914,stub,Chief Deputy County Clerk,Summit County,Utah,75000.0,75000.0,yearly,ops|personnel,,ops|personnel,False,,,,,,,,top_election_official,high,False,True,,,high
915,stub,Chief Deputy Registrar of Voters,San Bernardino County Registrar of Voters,California,,,,ops|pm|personnel,,ops|pm|personnel,False,,,,,,,,election_official,high,False,,,,high
916,stub,Desktop Support Technician,Wake County Board of Elections,North Carolina,22.97,31.01,hourly,it_cyber|ops,,it_cyber|ops,False,,,,,,,,election_official,high,False,,on_site,,high
917,stub,Early Voting Coordinator,Wake County Board of Elections,North Carolina,20.19,27.26,hourly,ops|pm,budget|comms,ops|comms|budget|pm,False,,,,,,,,election_official,high,False,,,,high
918,stub,Elections Intern,Douglas County Elections,Colorado,13.5,21.0,hourly,ops|data,vr|comms,ops|vr|legal|data|comms,False,,,,,,,,election_official,high,False,False,on_site,,high
919,stub,IT Specialist,Wake County Board of Elections,North Carolina,52550.0,70940.0,yearly,it_cyber|data|ops,,it_cyber|data|ops|personnel|comms,True,,,,,,,,election_official,high,False,True,hybrid,,high
920,stub,Product Owner,Runbeck Election Solutions,,,,,,,pm|it_cyber,False,,,,,,,,not_election_official,high,,,,,high
921,stub,Staffing Specialist / Elections Specialist,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,ops|personnel|comms,data,ops|personnel|data|comms|budget,False,,,,,,,,election_official,high,False,,,,high
922,stub,Technical Account Manager,Runbeck Election Solutions,,75000.0,100000.0,yearly,,,vr|pm|comms,False,,,,,,,,not_election_official,high,,,,,high
923,stub,Chief Counsel,California Citizens Redistricting Commission,California,,,,legal,comms|intergovt,legal|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,on_site,,high
924,stub,Deputy Director of the Board of Elections,Lake County Board of Elections,Ohio,,,,ops|vr|legal|personnel|budget|comms,it_cyber,ops|vr|legal|it_cyber|personnel|budget|comms,False,high_school,,,,,,,election_official,high,,,,163000.0,high
925,full_text,"Deputy Director, Registration and Elections",Fulton County,Georgia,80188.0,120282.0,yearly,personnel|ops|budget|pm|legal|data,comms|vr|intergovt,personnel|ops|budget|pm|legal|data|comms|vr|intergovt,False,bachelor,"public administration, political science, organizational development, or related field",5.0,True,Valid Georgia driver's license,,,election_official,high,False,True,on_site,,high
926,stub,Records and Assessment-Deputy Clerk,Hood River County,Oregon,4486.0,6006.0,monthly,ops|vr|personnel|budget,,ops|vr|personnel|budget,False,,,3.0,,,,,top_election_official,high,False,,,,high
927,full_text,Grants Specialist,U.S. Election Assistance Commission,,69581.0,128920.0,yearly,budget|legal|intergovt|comms|data,,budget|legal|intergovt|comms|data|pm,False,,,,,,,,not_election_official,high,False,,,,high
928,full_text,Senior Software Quality Assurance Engineer,NC State Board of Elections,NC,56339.0,91817.0,yearly,it_cyber|data|pm,it_cyber,it_cyber|data|pm,False,bachelor,"Computer Science, Computer Information Systems, Computer Engineering, Mathematics, Engineering or related technical field",1.0,True,,,,not_election_official,high,False,True,,,high
929,full_text,Systems Program Analyst,NC State Board of Elections,NC,68170.0,110876.0,yearly,it_cyber|data,,it_cyber|data|ops|pm|budget,True,,,,,,,,not_election_official,high,False,True,on_site,,high
930,full_text,State Division Administrator 17 - Elections Operations Administrator,State of Michigan - Department of State,Michigan,106679.0,145032.0,yearly,ops|pm|personnel|budget|intergovt,legal,intergovt|pm|budget|personnel|ops|legal,False,bachelor,,2.0,True,,,,top_election_official,high,False,True,on_site,,high
931,stub,Election Data Analyst,NC State Board of Elections,North Carolina,48051.0,65000.0,yearly,data,,data,False,,,,,,,,election_official,high,,,,,high
932,stub,"Election Program Specialist, In-Person Voting Program",North Carolina State Board of Elections,North Carolina,46203.0,59240.0,yearly,,,ops|legal|comms|pm|personnel|intergovt,False,,,,,,,,election_official,high,False,,,,high
933,stub,Candidate and Canvass Program Specialist,NC State Board of Elections,North Carolina,46203.0,59240.0,yearly,ops|legal|data,,ops|legal|it_cyber|data|pm|personnel|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
934,stub,Assistant Director,Kentucky State Board of Elections,Kentucky,,,,ops|personnel|budget|legal,legal,budget|personnel|ops|legal,False,,,,,,license to practice law,,top_election_official,high,False,,,,high
935,full_text,Campaign Finance Compliance Analyst,North Carolina State Board of Elections,North Carolina,55518.0,97157.0,yearly,legal|data|comms,it_cyber|pm,legal|data|comms|it_cyber|pm|personnel,False,,,,,,,,not_election_official,high,False,True,on_site,,high
936,full_text,Chief Operating Officer,U.S. Election Assistance Commission (EAC),,134789.0,156000.0,yearly,pm|personnel|budget|comms,,pm|personnel|budget|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
937,stub,Communications Associate,Democracy Works,,58000.0,68000.0,yearly,comms,,comms,False,,,,,,,,not_election_official,high,,,,,high
938,full_text,Deputy Chief Information Security Officer,U.S. Election Assistance Commission,,96970.0,148967.0,yearly,it_cyber,it_cyber,it_cyber|personnel|budget|intergovt,True,,,10.0,,,CISSP,,not_election_official,high,False,,,,high
939,stub,Director of Communications,U.S. Election Assistance Commission,,96970.0,148967.0,yearly,comms|pm,,comms|pm,False,,,,,,,,not_election_official,high,False,,,,high
940,stub,Director of Elections,Pasquotank County Board of Elections,North Carolina,,,,ops|vr|legal|personnel|budget|comms|intergovt,,ops|vr|legal|personnel|budget|comms|intergovt,False,,,,,State Board of Elections certification,,,top_election_official,high,False,,,,high
941,full_text,Elections & Passports Manager,Benton County,Oregon,59404.0,89119.0,yearly,ops|vr|personnel|budget|comms|intergovt,it_cyber|data|gis,gis|ops|data|it_cyber|intergovt|budget|personnel|vr|comms,False,bachelor,related to area of assignment,5.0,True,,Certified Election Administrator|Certified Recording Administrator|Certified County Clerk,,election_official,high,False,True,on_site,,high
942,stub,"Executive Director, Chicago Board of Election Commissioners",Chicago Board of Election Commissioners,Illinois,,,,ops|personnel|budget|intergovt,,ops|personnel|budget|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
943,full_text,Grants Specialist,U.S. Election Assistance Commission (EAC),,69581.0,128920.0,yearly,budget|legal|data,,budget|legal|data|intergovt|pm,False,,,,,,,,not_election_official,high,False,,,,high
944,full_text,Lead Campaign Finance Disclosure Specialist,North Carolina State Board of Elections,North Carolina,46203.0,78218.0,yearly,legal|data|personnel|budget,,legal|data|personnel|budget|it_cyber,False,bachelor,,3.0,True,,,,election_official,high,False,True,,,high
945,stub,Quality Assurance Engineer,Democracy Works,,105000.0,125000.0,yearly,,,it_cyber|data|pm,False,,,,,,,,not_election_official,high,False,,,,high
946,full_text,Senior Cyber Program Manager,U.S. Election Assistance Commission,,96970.0,148967.0,yearly,it_cyber,it_cyber,it_cyber|personnel|budget|comms|intergovt,True,,,8.0,,,CISSP,,not_election_official,high,False,,,,high
947,stub,Site Reliability Engineer,Democracy Works,,105000.0,125000.0,yearly,it_cyber,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
948,full_text,Communications Specialist III,King County Department of Elections,Washington,78992.16,100127.46,yearly,comms,it_cyber|data|gis,it_cyber|gis|comms|data,False,,,,,,,,election_official,high,False,True,on_site,1300000.0,high
949,full_text,Election Supervisor,"City of Richmond, Office of the General Registrar",Virginia,44283.2,66393.6,yearly,ops|vr|legal|data|personnel|budget,,ops|vr|legal|data|personnel|budget|comms,True,bachelor,"public administration, business management",,,,,,election_official,high,False,True,,,high
950,stub,Elections Manager,Shawnee County,Kansas,18.49,20.41,hourly,vr|ops,,vr|ops|data|pm,False,,,,,,,,election_official,high,False,False,,,high
951,stub,Elections Specialist I-III,"Douglas County, Colorado",Colorado,34614.0,54050.0,yearly,data|comms,,ops|data|comms|personnel,False,,,,,,,,election_official,high,,,,,high
952,stub,Elections Supervisor,Dallas County,Texas,49765.92,62100.24,yearly,ops|personnel|budget|data,,ops|personnel|budget|data|legal|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
953,stub,QA Analyst I,Dominion Voting Systems,Colorado,,,,it_cyber|data,pm,it_cyber|data|pm,False,,,,,,,,not_election_official,high,,,,,high
954,stub,Senior Deputy Board Clerk/Elections Assistant,Mono County,California,60626.0,60626.0,yearly,,,ops|legal|personnel|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
955,stub,Systems Specialist,Dominion Voting,Colorado,,,,it_cyber,data|comms,it_cyber|data|comms,False,,,,,,,,not_election_official,high,False,,,,high
956,stub,Vice President of Election Operations,Center for Internet Security (CIS),,,,,it_cyber|intergovt,ops|comms|pm,it_cyber|ops|intergovt|comms|pm,True,,,,,,,,not_election_official,high,False,,,,high
957,stub,Chief Operating Officer,U.S. Election Assistance Commission,,134789.0,156000.0,yearly,pm|personnel|budget,comms,pm|personnel|budget|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
958,full_text,Election Outreach Coordinator,Thurston County Auditor's Office,Washington,3952.0,5257.0,monthly,comms|ops,data|it_cyber,ops|it_cyber|comms|data,False,high_school,,3.0,True,Election Certification,,,election_official,high,,True,on_site,,high
959,stub,Clerk,Douglas County Clerk and Recorder's Office,Colorado,13.5,16.9,hourly,ops|vr|data|legal,,ops|vr|data|legal|comms|personnel,False,,,,,,,,election_official,high,False,,,,high
960,stub,Customer Success Manager,Dominion Voting Systems,Colorado,,,,pm,comms,pm|comms,False,,,,,,,,not_election_official,high,False,,,,high
961,stub,Director of Elections & Chief Registrar,"Beaver County, Pennsylvania",Pennsylvania,55000.0,67000.0,yearly,ops|vr|legal|data|personnel|budget,it_cyber,ops|vr|legal|it_cyber|data|personnel|budget,False,,,,,,,,top_election_official,high,False,True,,,high
962,stub,Election Administration Specialist (Consultant),The Carter Center,Georgia,,,,,,ops|legal|comms|intergovt,False,,,,,,,,not_election_official,high,False,False,remote,,high
963,full_text,State Division Administrator 17 - Election Administration,"State of Michigan, Department of State",Michigan,97645.0,132749.0,yearly,ops|personnel|pm|intergovt,legal|budget|comms,intergovt|pm|budget|personnel|ops|legal|comms,False,bachelor,any,2.0,True,,,,top_election_official,high,False,True,,,high
964,full_text,Elections Administrator,Harris County,Texas,,,,ops|vr|legal|personnel|budget|comms|intergovt,,intergovt|budget|comms|personnel|legal|vr|ops,True,,,4.0,,,,,top_election_official,high,False,True,on_site,,high
965,full_text,Departmental Analyst 9-P11 - Elections Analyst - Training and Communications Unit,"State of Michigan, Department of State",Michigan,22.09,37.39,hourly,vr|legal|comms|data,pm|personnel,pm|personnel|vr|legal|comms|data,False,bachelor,any,0.0,True,,,,election_official,high,False,True,,,high
966,full_text,State Division Administrator 17 - Elections Operations Administrator,Michigan Department of State,Michigan,106679.0,145032.0,yearly,ops|personnel|budget|pm|intergovt,,ops|personnel|budget|pm|intergovt|legal|comms,False,bachelor,,2.0,True,,,,election_official,high,False,True,on_site,,high
967,full_text,HAVA Administrator,Nevada Secretary of State,Nevada,66628.08,100161.36,yearly,legal|budget|pm|personnel|intergovt|comms,,legal|budget|pm|personnel|intergovt|comms|ops,False,bachelor,"public or business administration, communications, law or related field",5.0,True,,,,top_election_official,high,False,True,on_site,,high
968,stub,Policy Associate,National Vote at Home Institute (NVAHI),,45000.0,60000.0,yearly,data,,data|pm,False,,,,,,,,not_election_official,high,False,True,remote,,high
969,stub,"Senior Data Fellow, Voting Information Project",Democracy Works (Voting Information Project),,,,,data,it_cyber,data|it_cyber,False,,,,,,,,not_election_official,high,,,,,high
970,full_text,Information Technology Security Analyst,North Carolina State Board of Elections,North Carolina,61972.0,100892.0,yearly,it_cyber,it_cyber|legal,legal|it_cyber,True,bachelor,"Computer Science, Computer Engineering, Information Security, or closely related field",1.0,True,,,,not_election_official,high,False,True,on_site,,high
971,full_text,Information Technology Security Engineer,North Carolina State Board of Elections,North Carolina,74987.0,121857.0,yearly,it_cyber,,it_cyber,False,,,2.0,True,,,,not_election_official,high,False,True,on_site,,high
972,full_text,Network Engineer,North Carolina State Board of Elections,North Carolina,74987.0,121857.0,yearly,it_cyber,,it_cyber|data|ops,True,,,3.0,False,,CCNA|MSCE,CCNP|CISSP,not_election_official,high,False,True,on_site,,high
